ID,Title,NumSections,SectionHeaders
IRS-2020-0020-0011,"Federal Register, Volume 85 Issue 208 (Tuesday, October 27, 2020)",9,Background | I. Comments On and Changes To Proposed Sec.  1.1502-21 | I. Clarifying Changes to Proposed Sec.  1.1502-21 | II. Comments On and Changes To Proposed Sec.  1.1502-47 | I. Regulatory Planning and Review--Economic Analysis | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Congressional Review Act
IRS-2020-0020-0012,"Federal Register, Volume 88 Issue 132 (Wednesday, July 12, 2023)",9,I. Overview | II. 2020 Temporary Regulations | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism | VII. Congressional Review Act
IRS-2020-0023-0002,"Federal Register, Volume 85 Issue 241 (Tuesday, December 15, 2020)",6,I. Background | II. Overview of the Final Rules | III. Effective Date | IV. Economic Impact Analysis and Paperwork Burden | I. Effects on Small Rural Hospitals | V. Statutory Authority
IRS-2020-0024-0021,"Federal Register, Volume 85 Issue 239 (Friday, December 11, 2020)",1,Main Content
IRS-2020-0024-0022,"Federal Register, Volume 85 Issue 239 (Friday, December 11, 2020)",1,Main Content
IRS-2020-0025-0001,"Federal Register, Volume 85 Issue 146 (Wednesday, July 29, 2020)",4,I. The Statutes in General: The Families First Act and the CARES Act | II. Refundability of Credits | III. Advance Payment of Credits and Erroneous Refunds | IV. Assessment Authority
IRS-2020-0026-0005,"Federal Register, Volume 86 Issue 11 (Tuesday, January 19, 2021)",4,Background | I. Overview | II. Aircraft Management Services Exemption Rules | III. Generally Applicable Air Transportation Excise Tax Rules and
IRS-2020-0028-0013,"Federal Register, Volume 86 Issue 2 (Tuesday, January 5, 2021)",6,Background | I. Overview | I. Paperwork Reduction Act | II. Regulatory Flexibility Act | III. Section 7805(f) | IV. Executive Order 13132: Federalism
IRS-2020-0028-0015,"Federal Register, Volume 86 Issue 115 (Thursday, June 17, 2021)",1,Main Content
IRS-2020-0030-0020,"Federal Register, Volume 86 Issue 11 (Tuesday, January 19, 2021)",12,Background | I. Overview and Defined Terms | II. Primary Changes to the Proposed Regulations | III. Additional Comments Received and Revisions Made | IV. Additional Areas Under Study | V. Applicability Dates | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act
IRS-2020-0030-0021,"Federal Register, Volume 89 Issue 116 (Friday, June 14, 2024)",1,Main Content
IRS-2020-0031-0005,"Federal Register, Volume 86 Issue 3 (Wednesday, January 6, 2021)",1,Main Content
IRS-2020-0033-0003,"Federal Register, Volume 85 Issue 231 (Tuesday, December 1, 2020)",7,Background | I. Overview | II. The DQB Reduction Rule--Treatment of Prior Extraordinary | I. Paperwork Reduction Act (``PRA'') | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism
IRS-2020-0035-0024,"Federal Register, Volume 86 Issue 11 (Tuesday, January 19, 2021)",17,I. Statutory Background | II. Published Guidance | I. Overview | II. Notice 89-35 and Comments on and Changes to Proposed Sec.  1.163- | III. Comments on and Changes to Sec.  1.163-1: Definitions | IV. Comments on and Changes to Proposed Sec.  1.163(j)-6: Application | V. Comments on and Changes to Proposed Sec.  1.163(j)-7: Application of | I. CFC Group Members With Effectively Connected Income | VI. Comments on and Changes to Proposed Sec.  1.163(j)-8: Application | VII. Comments on and Changes to Proposed Sec.  1.469-9: Definition of | VIII. Comments on and Changes to Proposed Sec.  1.163(j)-10 | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act
IRS-2020-0039-0002,"Federal Register, Volume 85 Issue 216 (Friday, November 6, 2020)",6,"Inspection of Public Comments: All comments received before the | II. Provisions of the Interim Final Rule--Department of Health and | III. Provisions of the Interim Final Rule--Departments of the Treasury, | IV. Provisions of the Interim Final Rule Regarding State Innovation | V. Waiver of Proposed Rulemaking | VI. Collection of Information Requirements"
IRS-2020-0040-0003,"Federal Register, Volume 85 Issue 219 (Thursday, November 12, 2020)",17,"I. Rules Relating to Foreign Tax Credits | II. Rules Relating to Hybrid Deduction Accounts, Hybrid Instruments | III. Scope of Provisions and Comments Discussed in This Preamble | I. Rules Under Section 245A(e) To Reduce Hybrid Deduction Accounts | II. Allocation and Apportionment of Deductions and the Calculation of | III. Conduit Financing Rules Under Sec.  1.881-3 To Address Hybrid | IV. Foreign Tax Credit Limitation Under Section 904 | V. Foreign Tax Redeterminations Under Section 905(c) and Penalty | VI. Foreign Income Taxes Taken Into Account Under Section 954(b)(4) | VII. Applicability Dates | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act | X. For purposes of determining USP's foreign tax credit limitation"
IRS-2020-0040-0034,"Federal Register, Volume 87 Issue 2 (Tuesday, January 4, 2022)",16,"Background | I. Disallowance of Foreign Tax Credit or Deduction for Foreign Income | II. Section 250 Regulations--Definition of Electronically Supplied | III. Allocation and Apportionment of Expenses Under Section 861 | IV. Creditability of Foreign Taxes Under Sections 901 and 903 | V. Definition of Foreign Branch Category Income in Connection With | VI. Sections 901(a) and 905(a)--Rules Regarding When the Foreign Tax | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism | X. If the nonresident company has a Country X permanent establishment, | X. See Sec.  1.901-2(b)(5)(i)(B). Therefore, the nonresident ESS tax is | X. Country X and Country Y do not have an income tax treaty."
IRS-2020-0040-0038,"Federal Register, Volume 87 Issue 143 (Wednesday, July 27, 2022)",2,Background | VII. Congressional Review Act
IRS-2020-0040-0039,"Federal Register, Volume 87 Issue 143 (Wednesday, July 27, 2022)",1,Main Content
IRS-2020-0041-0007,"Federal Register, Volume 87 Issue 236 (Friday, December 9, 2022)",1,Main Content
IRS-2020-0041-0008,"Federal Register, Volume 88 Issue 3 (Thursday, January 5, 2023)",1,Main Content
IRS-2020-0041-0009,"Federal Register, Volume 88 Issue 3 (Thursday, January 5, 2023)",1,Main Content
IRS-2020-0043-0001,"Federal Register, Volume 85 Issue 86 (Monday, May 4, 2020)",4,I. Purpose | II. Background | III. Relief | IV. Examples
IRS-2020-0044-0001,"Federal Register, Volume 85 Issue 219 (Thursday, November 12, 2020)",7,I. Background | II. Overview of the Final Rules Regarding Transparency--the Departments | III. Overview of the Final Rule Regarding Issuer Use of Premium Revenue | IV. Applicability | V. Economic Impact Analysis and Paperwork Burden | VI. Collection of Information Requirements | VII. Statutory Authority
IRS-2021-0001-0009,"Federal Register, Volume 86 Issue 185 (Tuesday, September 28, 2021)",1,Main Content
IRS-2021-0001-0010,"Federal Register, Volume 86 Issue 199 (Tuesday, October 19, 2021)",1,Main Content
IRS-2021-0002-0011,"Federal Register, Volume 86 Issue 111 (Friday, June 11, 2021)",1,Main Content
IRS-2021-0003-0014,"Federal Register, Volume 86 Issue 183 (Friday, September 24, 2021)",7,I. Treatment of QIP Under Sections 250 and 951A | II. Treatment of Net Operating Losses Incurred in Post-2017 Taxable | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism
IRS-2021-0007-0002,"Federal Register, Volume 86 Issue 223 (Tuesday, November 23, 2021)",7,"Inspection of Public Comments: All comments received before the | I. Background | II. Overview of the Interim Final Rules--Departments of HHS, Labor, and | III. Overview of the Interim Final Rules--Office of Personnel | IV. Waiver of Proposed Rulemaking | V. Regulatory Impact Analysis | I. Congressional Review Act"
IRS-2021-0008-0002,"Federal Register, Volume 86 Issue 131 (Tuesday, July 13, 2021)",9,"Inspection of Public Comments: Comments | I. Background | II. Executive Summary | III. Overview of the Interim Final Rules--Departments of HHS, Labor, | IV. Overview of Interim Final Rules--Department of Health and Human | V. Overview of Interim Final Rules--Office of Personnel Management | VI. Waiver of Proposed Rulemaking | VII. Economic Impact and Paperwork Burden | I. Congressional Review Act"
IRS-2021-0012-0002,"Federal Register, Volume 86 Issue 173 (Friday, September 10, 2021)",6,Background | I. Paid Sick and Family Leave Credits | II. Employee Retention Credit | III. Refundability of Credits | IV. Advance Payment of Credits and Erroneous Refunds | V. Assessment Authority
IRS-2021-0012-0003,"Federal Register, Volume 88 Issue 46 (Thursday, March 9, 2023)",1,Main Content
IRS-2021-0012-0004,"Federal Register, Volume 88 Issue 142 (Wednesday, July 26, 2023)",7,Background | I. Paid Sick and Family Leave Credits \2\ | II. Employee Retention Credit \5\ | III. Refundability of Credits | IV. Advance Payment of Credits and Erroneous Refunds | V. Assessment Authority | VI. Temporary Regulations
IRS-2021-0014-0006,"Federal Register, Volume 87 Issue 40 (Tuesday, March 1, 2022)",1,Main Content
IRS-2021-0015-0001,"Federal Register, Volume 86 Issue 192 (Thursday, October 7, 2021)",9,Inspection of Public Comments: Comments received before the close | I. Background | II. Executive Summary | III. Overview of the Interim Final Rules Regarding the Federal | IV. External Review and Section 110 of the No Surprises Act | V. Federal IDR Process for FEHB Carriers--Office of Personnel | VI. Overview of the Interim Final Rules Regarding Protections for the | VII. Waiver of Proposed Rulemaking | VIII. Economic Impact and Paperwork Burden
IRS-2021-0015-0004,"Federal Register, Volume 87 Issue 165 (Friday, August 26, 2022)",9,I. Background | II. Overview of Final Rules | III. Applicability of the Final Rules | IV. Regulatory Impact Analysis | I. Regulatory Alternatives | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act | VII. Unfunded Mandates Reform Act | VIII. Federalism Statement
IRS-2021-0017-0012,"Federal Register, Volume 87 Issue 240 (Thursday, December 15, 2022)",9,Background | I. Minimum Essential Coverage Under Section 5000A | II. Information Reporting Under Sections 6055 and 6056 and Penalties | III. Elimination of Transitional Good Faith Relief | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Final Regulatory Flexibility Analysis | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism
IRS-2021-0017-0013,"Federal Register, Volume 88 Issue 45 (Wednesday, March 8, 2023)",1,Main Content
IRS-2022-0002-0001,"Federal Register, Volume 87 Issue 16 (Tuesday, January 25, 2022)",16,Background | I. Application of Section 956 | II. Passive Foreign Investment Companies | III. Related Person Insurance Income | IV. Controlling Domestic Shareholders | V. Previously Taxed Earnings and Profits and Basis Adjustments | VI. Application of Section 1248 | VII. Non-Grantor Trusts and Estates | VIII. Other Changes | IX. Applicability Dates | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism
IRS-2022-0002-0002,"Federal Register, Volume 87 Issue 35 (Tuesday, February 22, 2022)",1,Main Content
IRS-2022-0002-0003,"Federal Register, Volume 87 Issue 37 (Thursday, February 24, 2022)",1,Main Content
IRS-2022-0002-0004,"Federal Register, Volume 87 Issue 48 (Friday, March 11, 2022)",1,Main Content
IRS-2022-0003-0166,"Federal Register, Volume 89 Issue 139 (Friday, July 19, 2024)",13,Background | I. Section 401(a)(9) Regulations | II. Section 402(c) Regulations | III. Section 403(b) Regulations | IV. Section 1.408-8--Distribution Requirements for IRAs | V. Section 1.457-6(d)--Minimum Required Distributions for Eligible | VI. Section 54.4974-1--Excise Tax on Accumulations in Qualified | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act
IRS-2022-0004-0012,"Federal Register, Volume 87 Issue 188 (Thursday, September 29, 2022)",5,Background | I. Regulatory Planning and Review | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism
IRS-2022-0006-3889,"Federal Register, Volume 87 Issue 197 (Thursday, October 13, 2022)",20,I. Overview | II. Eligibility for Employer Coverage Under Section 36B | III. E.O. 14009 | IV. Proposed Regulations | I. Overview | II. Comments on Legal Analysis | III. Rationale for Change | IV. Recommended Amendments to Proposed Rules | V. Comments Regarding Outreach | VI. Issues for Employers | VII. Procedural Requirements for Regulations and Cost of New Rules | VIII. Effect of New Rules on Other Stakeholders | IX. Comments Exceeding Scope of Final Regulations | X. Severability | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act
IRS-2022-0006-3890,"Federal Register, Volume 87 Issue 231 (Friday, December 2, 2022)",1,Main Content
IRS-2022-0009-0008,"Federal Register, Volume 88 Issue 202 (Friday, October 20, 2023)",1,Main Content
IRS-2022-0011-0011,"Federal Register, Volume 88 Issue 109 (Wednesday, June 7, 2023)",7,"Background | I. Decimal Places | II. Permissible Alternatives to Approximation Methods of Computation | III. Transition Period To Include Transactions Occurring on or After | IV. Amended Returns for Transactions Occurring on or After May 1, 2019 | V. Election To Use Actuarial Factors Based on Table 2010CM | VI. Applicability Dates"
IRS-2022-0016-0001,"Federal Register, Volume 87 Issue 157 (Tuesday, August 16, 2022)",1,Main Content
IRS-2022-0016-0002,"Federal Register, Volume 87 Issue 175 (Monday, September 12, 2022)",1,Main Content
IRS-2022-0019-0008,"Federal Register, Volume 88 Issue 202 (Friday, October 20, 2023)",6,Background | I. Regulatory Planning and Review | II. Regulatory Flexibility Act (RFA) | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Congressional Review Act
IRS-2022-0019-0009,"Federal Register, Volume 88 Issue 223 (Tuesday, November 21, 2023)",1,Main Content
IRS-2022-0026-0001,"Federal Register, Volume 87 Issue 196 (Wednesday, October 12, 2022)",9,"Background | I. Section 1.42-15, Next Available Unit Rule for the Average Income | II. Sec.  1.42-19, Average Income Test | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism | VII. Congressional Review Act"
IRS-2022-0026-0003,"Federal Register, Volume 87 Issue 218 (Monday, November 14, 2022)",1,Main Content
IRS-2022-0026-0004,"Federal Register, Volume 87 Issue 218 (Monday, November 14, 2022)",1,Main Content
IRS-2022-0026-0005,"Federal Register, Volume 87 Issue 229 (Wednesday, November 30, 2022)",1,Main Content
IRS-2022-0034-0030,"Federal Register, Volume 89 Issue 195 (Tuesday, October 8, 2024)",14,Authority | I. The Proposed Regulations | II. Section 605 of the SECURE 2.0 Act | I. Comments Addressing the General Rules of the Listed Transaction | II. Comments Concerning Conservation Easements Generally | III. Comments Regarding the Necessity of These Final Regulations in | IV. Comments Regarding Elements of the Listed Transaction Identified in | V. Comments Addressing the Role of Qualified Organizations in the | I. Paperwork Reduction Act | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Regulatory Planning and Review | VI. Congressional Review Act
IRS-2022-0035-0002,"Federal Register, Volume 88 Issue 36 (Thursday, February 23, 2023)",6,Background | I. Regulatory Planning and Review--Economic Analysis | II. Regulatory Flexibility Act | III. Section 7805(f) | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism
IRS-2022-0039-0012,"Federal Register, Volume 89 Issue 81 (Thursday, April 25, 2024)",11,Background | I. Domestic Corporation Look-Through Rule | II. Effect of Section 897(l) on the DC-QIE Exception | III. Other Comments and Revisions | IV. Applicability Date and Transition Rules | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism
IRS-2022-0039-0013,"Federal Register, Volume 89 Issue 248 (Friday, December 27, 2024)",1,Main Content
IRS-2023-0012-0058,"Federal Register, Volume 89 Issue 205 (Wednesday, October 23, 2024)",17,Authority | I. Overview | II. Proposed and Temporary Regulations | I. Overview | II. Comments on and Changes to Proposed Sec.  1.48D-1 | III. Comments on and Changes to Proposed Sec.  1.48D-2 | IV. Comments on and Changes to Proposed Sec.  1.48D-3 | V. Comments on and Changes to Proposed Sec.  1.48D-4 | VI. Comments on and Changes to Proposed Sec.  1.48D-5 | VII. Comments on and Changes to Proposed Sec.  1.50-2 | I. Exception From the Definition of Applicable Transaction for the | I. Paperwork Reduction Act | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Regulatory Planning and Review | VI. Congressional Review Act
IRS-2023-0012-0059,"Federal Register, Volume 89 Issue 227 (Monday, November 25, 2024)",1,Main Content
IRS-2023-0016-0017,"Federal Register, Volume 89 Issue 246 (Monday, December 23, 2024)",6,Authority | I. Regulatory Planning and Review | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Congressional Review Act
IRS-2023-0021-0007,"Federal Register, Volume 89 Issue 197 (Thursday, October 10, 2024)",16,Authority | I. In General | II. Definition of Qualified Domestic Person | III. Qualified Domestic Person's Adjusted Basis in Repatriated | IV. Required Adjustments Related to an Annual Section 367(d) Inclusion | V. Multiple Transfers Before Repatriation | VI. Reporting | VII. Clarification to Example 3 | VIII. Section 904(d) Foreign Branch Income Rules | IX. Applicability Dates | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism
IRS-2023-0025-0079,"Federal Register, Volume 88 Issue 156 (Tuesday, August 15, 2023)",17,"Background | I. Definition of Qualified Solar or Wind Facility | II. Four Categories of Qualified Solar or Wind Facilities | III. Eligible Property, Including Energy Storage Technology Installed | IV. Location | V. Financial Benefits for Category 3 and Category 4 Allocations | VII. Annual Capacity Limitation | VIII. Additional Selection Criteria | IX. Sub-Reservation of Allocation for Facilities Located in a Low- | X. Application Process | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Executive Order 13175: Consultation and Coordination With Indian | VII. Congressional Review Act"
IRS-2023-0025-0081,"Federal Register, Volume 88 Issue 243 (Wednesday, December 20, 2023)",1,Main Content
IRS-2023-0027-0019,"Federal Register, Volume 89 Issue 48 (Monday, March 11, 2024)",15,Background | I. Overview | II. Elective Payment Election | III. Pre-Filing Registration Requirement | IV. Time and Manner of Election | V. Special Rules for Partnerships and S Corporations | VI. Denial of Double Benefit Rule | VII. Special Rules | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism | VII. Congressional Review Act
IRS-2023-0027-0020,"Federal Register, Volume 89 Issue 78 (Monday, April 22, 2024)",1,Main Content
IRS-2023-0028-0085,"Federal Register, Volume 89 Issue 163 (Thursday, August 22, 2024)",1,Main Content
IRS-2023-0029-0157,"Federal Register, Volume 89 Issue 48 (Monday, March 11, 2024)",21,Background | I. Overview of Section 6417 | II. Applicable Entities and General Elective Payment Election Rules | III. Special Rules Relating to Electing Taxpayers Making an Election | IV. Section 6417 Rules for Partnerships and S Corporations | V. Notice 2022-50 | VI. Proposed and Temporary Regulations | I. General Rules and Definitions | II. Rules for Making Elective Payment Elections | III. Elective Payment Election by Electing Taxpayers | IV. Elective Payment Election for Partnerships and S Corporations | V. Pre-Filing Registration Requirements | VI. Special Rules | VII. Comments That Are Outside the Scope of These Final Regulations | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Executive Order 13175: Consultation and Coordination With Indian | VII. Congressional Review Act
IRS-2023-0029-0159,"Federal Register, Volume 89 Issue 159 (Friday, August 16, 2024)",1,Main Content
IRS-2023-0031-0005,"Federal Register, Volume 89 Issue 9 (Friday, January 12, 2024)",1,Main Content
IRS-2023-0034-0003,"Federal Register, Volume 89 Issue 65 (Wednesday, April 3, 2024)",6,"I. Background | II. Promoting Access to High-Quality, Affordable, and Comprehensive | III. Overview of the Final Regulations--The Departments of the | IV. Severability | V. Regulatory Impact Analysis | I. Congressional Review Act"
IRS-2023-0036-0004,"Federal Register, Volume 89 Issue 184 (Monday, September 23, 2024)",10,"I. Background | II. Overview of the Final Rules--Departments of the Treasury, Labor, | III. Overview of the Final Rules--Department of HHS | IV. Regulatory Impact Analysis | V. Paperwork Reduction Act | VI. Regulatory Flexibility Act | VII. Special Analyses--Department of the Treasury | VIII. Unfunded Mandates Reform Act | IX. Federalism Statement | X. Congressional Review Act"
IRS-2023-0041-44835,"Federal Register, Volume 89 Issue 131 (Tuesday, July 9, 2024)",17,"Background | I. Final Sec.  1.6045-1 | IV. of this Summary of Comments and Explanation of Revisions, brokers | I. Comments Based on Constitutional Concerns | II. Final Sec. Sec.  1.1001-7, 1.1012-1(h), and 1.1012-1(j) | III. Final Sec.  1.6045-4 | IV. Final Sec. Sec.  1.6045A-1 and 1.6045B-1 | V. Final Sec.  1.6050W-1 | VI. Final Sec. Sec.  31.3406(b)(3)-2, 31.3406(g)-1, 31.3406(g)-2, | VII. of this Summary of Comments and Explanation of Revisions for a | VII. Applicability Dates and Penalty Relief | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act"
IRS-2023-0041-44836,"Federal Register, Volume 89 Issue 159 (Friday, August 16, 2024)",1,Main Content
IRS-2023-0041-44840,"Federal Register, Volume 89 Issue 249 (Monday, December 30, 2024)",13,Authority | I. Comparison of the Decentralized Digital Asset Ecosystem With the | II. Statutory Authority To Treat DeFi Participants as Brokers | III. Definitions of a Digital Asset Middleman and an Effectuating | IV. Multiple Broker Rule | V. Comments Based on Constitutional Concerns | VI. Applicability Dates and Penalty Relief | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Congressional Review Act
IRS-2023-0042-0348,"Federal Register, Volume 89 Issue 122 (Tuesday, June 25, 2024)",23,I. Overview | II. PWA Provisions | III. Other Increased Credit Amount Provisions | IV. Prior Guidance | I. Pre-Filing Activities | II. PWA Transition Rule | III. Beginning of Construction | IV. One Megawatt Exception | V. Application to the Taxpayer | VI. Applicable Scope of the PWA Requirements | VII. Prevailing Wage Requirements | VIII. Apprenticeship Requirements | IX. Applying the PWA Provisions for Increased Amounts of Credit and | I. Section 179D | X. Recordkeeping and Reporting Requirements | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | II. of this Special Analyses pertaining to the Paperwork Reduction Act. | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Executive Order 13175: Consultation and Coordination With Indian | VII. Congressional Review Act
IRS-2023-0042-0349,"Federal Register, Volume 89 Issue 159 (Friday, August 16, 2024)",1,Main Content
IRS-2023-0044-0002,"Federal Register, Volume 88 Issue 244 (Thursday, December 21, 2023)",5,"I. Background | II. Overview of the Final Rules--Departments of the Treasury, Labor, | III. Severability | IV. Economic Impact and Paperwork Burden | I. Unfunded Mandates Reform Act"
IRS-2023-0044-0003,"Federal Register, Volume 89 Issue 16 (Wednesday, January 24, 2024)",4,I. Background | II. Summary of Errors | III. Waiver of Proposed Rulemaking and Waiver of the Delay in Effective | IV. Correction of Errors in the Regulation Text
IRS-2023-0045-0004,"Federal Register, Volume 89 Issue 129 (Friday, July 5, 2024)",14,Background | I. Overview | II. Timing of the Publication of the Proposed Regulations | III. Quarterly Filing Requirement | IV. Applicability Dates | V. Constitutionality | VI. Technical Comments | VII. Comments on the Special Analyses | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism
IRS-2023-0046-0002,"Federal Register, Volume 88 Issue 191 (Wednesday, October 4, 2023)",8,Background | I. Regulatory Planning and Review | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Good Cause | VI. Submission to Small Business Administration | VII. Congressional Review Act
IRS-2023-0047-0004,"Federal Register, Volume 89 Issue 138 (Thursday, July 18, 2024)",9,Background | I. Sec.  1.367(b)-10(d) Anti-Abuse Rule | II. Definition of ``Foreign Subsidiary'' | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism
IRS-2023-0049-0003,"Federal Register, Volume 89 Issue 214 (Tuesday, November 5, 2024)",6,Authority | I. Regulatory Planning and Review | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Congressional Review Act
IRS-2023-0050-0006,"Federal Register, Volume 89 Issue 147 (Wednesday, July 31, 2024)",6,Background | I. Regulatory Planning and Review | II. Regulatory Flexibility Act | III. Unfunded Mandates Reform Act | IV. Executive Order 13132: Federalism | V. Congressional Review Act
IRS-2023-0052-0015,"Federal Register, Volume 89 Issue 238 (Wednesday, December 11, 2024)",18,"Authority | I. Overview | II. Comments and Changes to Proposed Sec.  1.987-1: Scope, Definitions, | III. Comments and Changes to Proposed Sec.  1.987-2: Attribution of | IV. Comments and Changes to Proposed Sec.  1.987-3: Determination of | V. Comments and Changes to Proposed Sec.  1.987-4: Determination of Net | VI. Comments and Changes to Proposed Sec.  1.987-5: Recognition of | VII. Comments and Changes to Proposed Sec.  1.987-6: Character and | VIII. Comments and Changes to Proposed Sec. Sec.  1.987-7A, 1.987-7B, | IX. Comments and Changes to Proposed Sec.  1.987-10: Transition Rules | X. Comments and Changes to Proposed Sec.  1.987-11: Suspended Section | I. Regulatory Planning and Review-Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Section 7805(f) | V. Unfunded Mandates Reform Act | VI. Executive Order 13132: Federalism | X. X owns equipment that is used in Business A and is reflected on the"
IRS-2023-0054-0350,"Federal Register, Volume 89 Issue 239 (Thursday, December 12, 2024)",14,Authority | I. Overview | II. Prior Guidance | I. Requirements for Energy Property | II. Rules Relating to the Increased Credit Amount for Satisfying | III. Rules Applicable to Energy Property | IV. Severability | I. Regulatory Planning and Review--Economic Analysis | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Executive Order 13175: Consultation and Coordination With Indian | VII. Congressional Review Act
IRS-2023-0056-0010,"Federal Register, Volume 89 Issue 125 (Friday, June 28, 2024)",17,Background | I. Overview of Qualified Conservation Contributions | II. Enactment of Section 170(f)(19) and (h)(7) | III. The Proposed Regulations | I. Definitions | II. Computation of Relevant Basis | III. Requests for Guidance on Partnership Allocations | IV. Exceptions to the Disallowance Rule | V. Reporting Requirements | VI. Other Comments | I. Regulatory Planning and Review | II. Paperwork Reduction Act | III. Regulatory Flexibility Act | IV. Unfunded Mandates Reform Act | V. Executive Order 13132: Federalism | VI. Executive Order 13175: Consultation and Coordination With Indian | VII. Congressional Review Act
IRS-2023-0056-0011,"Federal Register, Volume 89 Issue 169 (Friday, August 30, 2024)",1,Main Content
